NP_001034487.2	XP_023022290.1
XP_015840396.1	XP_023023885.1
XP_015840397.1	XP_023021395.1
XP_015840398.1	XP_023026419.1
XP_015840403.1	XP_023025878.1
XP_015840404.1	XP_023028348.1
XP_015840414.1	XP_023025623.1
XP_015840429.1	XP_023026716.1
XP_015840438.1	XP_023014404.1
XP_015840442.1	XP_023024776.1
XP_015840446.1	XP_023025556.1
XP_015840447.1	XP_023013508.1
XP_015840450.1	XP_023029686.1
XP_015840455.1	XP_023021649.1
XP_015840458.1	XP_023015851.1
XP_015840459.1	XP_023015699.1
XP_015840461.1	XP_023023918.1
XP_015840466.1	XP_023024547.1
XP_015840467.1	XP_023016944.1
XP_015840468.1	XP_023017470.1
XP_015840470.1	XP_023021650.1
XP_015840472.1	XP_023018167.1
XP_015840473.1	XP_023018182.1
XP_015840477.1	XP_023018808.1
XP_015840478.1	XP_023018809.1
XP_015840479.1	XP_023022283.1
XP_015840480.1	XP_023022356.1
XP_015840482.1	XP_023022488.1
XP_015840483.1	XP_023022564.1
XP_015840490.1	XP_023029656.1
XP_015840492.1	XP_023016341.1
XP_015840505.1	XP_023019027.1
XP_015840506.1	XP_023019023.1
XP_015840508.1	XP_023013640.1
XP_015840509.1	XP_023013644.1
XP_015840512.1	XP_023017905.1
XP_015840517.1	XP_023025176.1
XP_015840519.1	XP_023026738.1
XP_015840520.1	XP_023024067.1
XP_015840521.1	XP_023018218.1
XP_015840523.1	XP_023023359.1
XP_015840533.1	XP_023028758.1
XP_015840548.1	XP_023018375.1
XP_015840550.1	XP_023025087.1
XP_015840551.1	XP_023024422.1
XP_015840553.1	XP_023024452.1
XP_015840556.1	XP_023023987.1
XP_015840557.1	XP_023013903.1
XP_015840561.1	XP_023014865.1
XP_015840568.1	XP_023029024.1
XP_015840572.1	XP_023028044.1
XP_015840575.1	XP_023022596.1
XP_015840578.1	XP_023019184.1
XP_015840583.1	XP_023020682.1
XP_015840584.1	XP_023018912.1
XP_015840587.1	XP_023025778.1
XP_015840590.1	XP_023018570.1
XP_015840594.1	XP_023030029.1
XP_015840598.1	XP_023022099.1
XP_015840601.1	XP_023030035.1
XP_015840602.1	XP_023022096.1
XP_015840606.1	XP_023013311.1
XP_015840608.1	XP_023013312.1
XP_015840609.1	XP_023021370.1
XP_015840610.1	XP_023021609.1
XP_015840615.1	XP_023027487.1
XP_015840617.1	XP_023014356.1
XP_015840620.1	XP_023015881.1
XP_015840626.1	XP_023016976.1
XP_015840638.1	XP_023022235.1
XP_015840640.1	XP_023019762.1
XP_015840641.1	XP_023015432.1
XP_015840652.1	XP_023022302.1
XP_015840656.1	XP_023023050.1
XP_015840657.1	XP_023014481.1
XP_015840667.1	XP_023015273.1
XP_015840673.1	XP_023015277.1
XP_015840680.1	XP_023015571.1
XP_015840684.1	XP_023017334.1
XP_015840694.1	XP_023013190.1
XP_015840695.1	XP_023013191.1
XP_015840696.1	XP_023015983.1
XP_015840697.1	XP_023015136.1
XP_015840699.1	XP_023025876.1
XP_015840700.1	XP_023023553.1
XP_015840702.1	XP_023012827.1
XP_015840704.1	XP_023014066.1
XP_015840707.1	XP_023012272.1
XP_015840708.1	XP_023026212.1
XP_015840709.1	XP_023026209.1
XP_015840716.1	XP_023024028.1
XP_015840718.1	XP_023015788.1
XP_015840722.1	XP_023012929.1
XP_015840723.1	XP_023013905.1
XP_015840727.1	XP_023018549.1
XP_015840729.1	XP_023029037.1
XP_015840736.1	XP_023014752.1
XP_015840737.1	XP_023015734.1
XP_015840746.1	XP_023015940.1
XP_015840753.1	XP_023026103.1
XP_015840764.1	XP_023013653.1
XP_015840765.1	XP_023016006.1
XP_015840769.1	XP_023024068.1
XP_015840770.1	XP_023016879.1
XP_015840773.1	XP_023030080.1
XP_015840781.1	XP_023029437.1
XP_015840782.1	XP_023018564.1
XP_015840787.1	XP_023018171.1
XP_015840789.1	XP_023011552.1
XP_015840794.1	XP_023022702.1
XP_015840801.1	XP_023014522.1
XP_015840808.1	XP_023019508.1
XP_015840810.1	XP_023023971.1
XP_015840812.1	XP_023021408.1
XP_015840822.1	XP_023022054.1
XP_015840842.1	XP_023019129.1
XP_015840843.1	XP_023023477.1
XP_015840846.1	XP_023026731.1
XP_015840847.1	XP_023023423.1
XP_015840852.1	XP_023016099.1
XP_015840853.1	XP_023016367.1
XP_015840855.1	XP_023018318.1
XP_015840857.1	XP_023023449.1
XP_015840858.1	XP_023026553.1
XP_015840859.1	XP_023027200.1
XP_015840864.1	XP_023026211.1
XP_015840869.1	XP_023014554.1
XP_015840874.1	XP_023029558.1
XP_015840875.1	XP_023012260.1
XP_015840881.1	XP_023018769.1
XP_015840882.1	XP_023013727.1
XP_015840884.1	XP_023023919.1
XP_015840900.1	XP_023023966.1
XP_015840901.1	XP_023025920.1
XP_015840906.1	XP_023017409.1
XP_015840907.1	XP_023017209.1
XP_015840908.1	XP_023017186.1
XP_015840909.1	XP_023017172.1
XP_015840910.1	XP_023030097.1
XP_015840918.1	XP_023027407.1
XP_015840919.1	XP_023022651.1
XP_015840924.1	XP_023018365.1
XP_015840930.1	XP_023012628.1
XP_015840940.1	XP_023018563.1
XP_015840942.1	XP_023017473.1
XP_015840946.1	XP_023024030.1
XP_015840956.1	XP_023020314.1
XP_015840959.1	XP_023020344.1
XP_015840970.1	XP_023027767.1
XP_015840973.1	XP_023013775.1
XP_015840975.1	XP_023019207.1
XP_015840993.1	XP_023024060.1
XP_015840997.1	XP_023020879.1
XP_015840998.1	XP_023020262.1
XP_966308.2	XP_023012814.1
XP_966313.1	XP_023015325.1
XP_966316.1	XP_023019242.1
XP_966331.1	XP_023014872.1
XP_966332.1	XP_023016824.1
XP_966334.1	XP_023024027.1
XP_966340.1	XP_023027771.1
XP_966343.1	XP_023023193.1
XP_966345.1	XP_023020810.1
XP_966346.1	XP_023020986.1
XP_966347.1	XP_023017371.1
XP_966349.1	XP_023025105.1
XP_966351.2	XP_023013138.1
XP_966352.1	XP_023026513.1
XP_966355.1	XP_023029066.1
XP_966358.1	XP_023016299.1
XP_966361.4	XP_023021024.1
XP_966362.3	XP_023015680.1
XP_966363.2	XP_023023367.1
XP_966364.1	XP_023016274.1
XP_966365.1	XP_023021806.1
XP_966371.1	XP_023014367.1
XP_966374.1	XP_023014199.1
XP_966382.1	XP_023020338.1
XP_966383.1	XP_023017960.1
XP_966386.1	XP_023024455.1
XP_966387.2	XP_023023217.1
XP_966390.1	XP_023024019.1
XP_966391.1	XP_023029358.1
XP_966392.1	XP_023024556.1
XP_966394.2	XP_023015182.1
XP_966398.2	XP_023028982.1
XP_966399.1	XP_023018288.1
XP_966401.2	XP_023019434.1
XP_966406.1	XP_023028281.1
XP_966407.1	XP_023011779.1
XP_966408.1	XP_023026541.1
XP_966409.1	XP_023021043.1
XP_966414.1	XP_023024713.1
XP_966419.1	XP_023022395.1
XP_966421.1	XP_023019555.1
XP_966423.1	XP_023027811.1
XP_966426.1	XP_023026114.1
XP_966427.1	XP_023027257.1
XP_966430.2	XP_023018039.1
XP_966431.1	XP_023014302.1
XP_966432.2	XP_023024104.1
XP_966436.1	XP_023027781.1
XP_966439.1	XP_023028225.1
XP_966441.1	XP_023022943.1
XP_966444.1	XP_023024254.1
XP_966445.1	XP_023012730.1
XP_966448.1	XP_023023878.1
XP_966451.1	XP_023015163.1
XP_966454.1	XP_023017480.1
XP_966455.1	XP_023015951.1
XP_966456.1	XP_023014133.1
XP_966459.2	XP_023017769.1
XP_966461.1	XP_023025353.1
XP_966462.1	XP_023014798.1
XP_966464.1	XP_023021562.1
XP_966465.1	XP_023020343.1
XP_966468.1	XP_023018338.1
XP_966471.1	XP_023024454.1
XP_966473.2	XP_023015513.1
XP_966478.2	XP_023023924.1
XP_966481.1	XP_023028996.1
XP_966482.1	XP_023018285.1
XP_966492.1	XP_023014750.1
XP_966494.1	XP_023022878.1
XP_966495.1	XP_023024442.1
XP_966496.1	XP_023013418.1
XP_966498.1	XP_023013355.1
XP_966501.1	XP_023024552.1
XP_966502.1	XP_023029897.1
XP_966504.1	XP_023021604.1
XP_966506.1	XP_023015694.1
XP_966509.2	XP_023021957.1
XP_966517.1	XP_023012724.1
XP_966518.1	XP_023023348.1
XP_966525.1	XP_023022176.1
XP_966527.1	XP_023021079.1
XP_966528.2	XP_023024798.1
XP_966529.2	XP_023023358.1
XP_966532.1	XP_023022154.1
XP_966534.1	XP_023020110.1
XP_966535.1	XP_023026468.1
XP_966537.1	XP_023013812.1
XP_966538.2	XP_023021335.1
XP_966540.2	XP_023015162.1
XP_966546.1	XP_023014113.1
XP_966548.1	XP_023014165.1
XP_966549.1	XP_023025777.1
XP_966555.1	XP_023025589.1
XP_966556.1	XP_023020345.1
XP_966558.3	XP_023025270.1
XP_966559.1	XP_023028012.1
XP_966560.1	XP_023027987.1
XP_966562.1	XP_023024453.1
XP_966564.2	XP_023030264.1
XP_966565.1	XP_023025075.1
XP_966567.1	XP_023023926.1
XP_966575.2	XP_023026586.1
XP_966576.1	XP_023018707.1
XP_966579.1	XP_023022921.1
XP_966580.1	XP_023022610.1
XP_966581.1	XP_023015498.1
XP_966582.1	XP_023020944.1
XP_966584.1	XP_023024460.1
XP_966585.1	XP_023016900.1
XP_966588.1	XP_023020445.1
XP_966589.1	XP_023020044.1
XP_966592.1	XP_023013399.1
XP_966594.1	XP_023023739.1
XP_966596.1	XP_023013778.1
XP_966598.1	XP_023018436.1
XP_966599.2	XP_023011614.1
XP_966605.1	XP_023030148.1
XP_966609.1	XP_023017191.1
XP_966613.1	XP_023012763.1
XP_966616.1	XP_023026303.1
XP_966621.1	XP_023027548.1
XP_966624.1	XP_023021208.1
XP_966626.2	XP_023025850.1
XP_966629.2	XP_023020123.1
XP_966630.3	XP_023021334.1
XP_966633.1	XP_023025728.1
XP_966634.1	XP_023027431.1
XP_966636.1	XP_023023748.1
XP_966637.1	XP_023024795.1
XP_966639.1	XP_023022009.1
XP_966641.2	XP_023015109.1
XP_966642.2	XP_023030424.1
XP_966645.3	XP_023023529.1
XP_966647.3	XP_023025606.1
XP_966649.1	XP_023023441.1
XP_966650.1	XP_023014789.1
XP_966655.1	XP_023025612.1
XP_966659.1	XP_023025810.1
XP_966660.1	XP_023013559.1
XP_966665.1	XP_023011494.1
XP_966673.1	XP_023029652.1
XP_966678.1	XP_023017461.1
XP_966680.1	XP_023029202.1
XP_966681.1	XP_023014047.1
XP_966682.1	XP_023013082.1
XP_966688.1	XP_023021151.1
XP_966691.1	XP_023029482.1
XP_966692.1	XP_023024588.1
XP_966693.3	XP_023026141.1
XP_966701.1	XP_023019020.1
XP_966706.1	XP_023014508.1
XP_966716.1	XP_023015160.1
XP_966717.1	XP_023014031.1
XP_966719.1	XP_023030339.1
XP_966720.1	XP_023020354.1
XP_966721.1	XP_023023749.1
XP_966722.1	XP_023014487.1
XP_966726.1	XP_023013806.1
XP_966727.1	XP_023019091.1
XP_966730.2	XP_023017103.1
XP_966732.1	XP_023021354.1
XP_966734.2	XP_023019847.1
XP_966735.2	XP_023015751.1
XP_966737.1	XP_023014785.1
XP_966738.1	XP_023016560.1
XP_966739.2	XP_023027190.1
XP_966740.1	XP_023021980.1
XP_966746.1	XP_023024969.1
XP_966747.1	XP_023025809.1
XP_966749.1	XP_023025770.1
XP_966751.2	XP_023011498.1
XP_966752.2	XP_023018022.1
XP_966756.1	XP_023027627.1
XP_966761.1	XP_023019950.1
XP_966762.1	XP_023011651.1
XP_966763.1	XP_023015935.1
XP_966764.1	XP_023018181.1
XP_966771.1	XP_023023566.1
XP_966772.1	XP_023014044.1
XP_966773.1	XP_023011597.1
XP_966781.1	XP_023030367.1
XP_966783.1	XP_023021922.1
XP_966788.1	XP_023026132.1
XP_966790.1	XP_023018413.1
XP_966791.1	XP_023023340.1
XP_966793.1	XP_023023312.1
XP_966794.1	XP_023019356.1
XP_966796.1	XP_023015972.1
XP_966802.1	XP_023028252.1
XP_966803.1	XP_023029335.1
XP_966808.3	XP_023025832.1
XP_966811.1	XP_023012701.1
XP_966813.1	XP_023015098.1
XP_966816.1	XP_023015753.1
XP_966817.2	XP_023026229.1
XP_966819.1	XP_023019071.1
XP_966821.1	XP_023015038.1
XP_966824.1	XP_023027874.1
XP_966826.3	XP_023016601.1
XP_966829.1	XP_023017445.1
XP_966830.2	XP_023021813.1
XP_966832.1	XP_023014296.1
XP_966833.1	XP_023027470.1
XP_966837.1	XP_023013686.1
XP_966844.1	XP_023027441.1
XP_966847.2	XP_023025324.1
XP_966852.1	XP_023019687.1
XP_966859.1	XP_023011976.1
XP_966863.1	XP_023029356.1
XP_966864.1	XP_023018342.1
XP_966866.3	XP_023026777.1
XP_966867.1	XP_023011882.1
XP_966868.1	XP_023015770.1
XP_966876.3	XP_023013714.1
XP_966878.1	XP_023027717.1
XP_966879.1	XP_023023010.1
XP_966880.1	XP_023023874.1
XP_966885.1	XP_023014920.1
XP_966886.1	XP_023019975.1
XP_966889.1	XP_023026235.1
XP_966892.1	XP_023026170.1
XP_966893.1	XP_023014128.1
XP_966896.1	XP_023023363.1
XP_966898.1	XP_023012703.1
XP_966902.2	XP_023025053.1
XP_966903.1	XP_023013093.1
XP_966904.1	XP_023025479.1
XP_966905.1	XP_023016526.1
XP_966906.2	XP_023014795.1
XP_966910.1	XP_023029574.1
XP_966911.1	XP_023026652.1
XP_966912.1	XP_023016933.1
XP_966913.1	XP_023029996.1
XP_966915.1	XP_023026359.1
XP_966917.2	XP_023026786.1
XP_966918.1	XP_023025768.1
XP_966919.1	XP_023012116.1
XP_966924.1	XP_023014298.1
XP_966925.1	XP_023028469.1
XP_966926.1	XP_023015495.1
XP_966931.1	XP_023026646.1
XP_966933.2	XP_023029119.1
XP_966935.2	XP_023014286.1
XP_966936.2	XP_023015937.1
XP_966939.1	XP_023018497.1
XP_966940.1	XP_023021147.1
XP_966948.1	XP_023011977.1
XP_966951.1	XP_023027192.1
XP_966953.1	XP_023019726.1
XP_966955.1	XP_023022325.1
XP_966960.1	XP_023025852.1
XP_966964.1	XP_023016994.1
XP_966966.2	XP_023027203.1
XP_966968.2	XP_023021082.1
XP_966972.1	XP_023014494.1
XP_966973.1	XP_023023009.1
XP_966978.1	XP_023023070.1
XP_966980.1	XP_023017512.1
XP_966985.1	XP_023030351.1
XP_966987.1	XP_023012951.1
XP_966988.1	XP_023013829.1
XP_966990.1	XP_023014127.1
XP_966993.2	XP_023025274.1
XP_966996.1	XP_023027000.1
XP_966999.1	XP_023016432.1
XP_967001.1	XP_023028197.1
XP_967004.2	XP_023012709.1
XP_967005.1	XP_023018447.1
XP_967008.1	XP_023015507.1
XP_967011.1	XP_023023654.1
XP_967017.1	XP_023014300.1
XP_967024.2	XP_023024416.1
XP_967025.1	XP_023019066.1
XP_967027.2	XP_023021231.1
XP_967029.1	XP_023011515.1
XP_967031.1	XP_023021178.1
XP_967034.2	XP_023015938.1
XP_967039.2	XP_023015829.1
XP_967040.1	XP_023026764.1
XP_967042.1	XP_023025645.1
XP_967044.1	XP_023019348.1
XP_967046.1	XP_023015209.1
XP_967047.1	XP_023027429.1
XP_967054.1	XP_023013798.1
XP_967057.1	XP_023022373.1
XP_967058.1	XP_023024931.1
XP_967059.1	XP_023021556.1
XP_967064.1	XP_023030195.1
XP_967067.1	XP_023020688.1
XP_967070.1	XP_023025185.1
XP_967077.2	XP_023014485.1
XP_967080.1	XP_023017010.1
XP_967082.1	XP_023012707.1
XP_967083.1	XP_023016073.1
XP_967085.1	XP_023016430.1
XP_967086.2	XP_023012593.1
XP_967087.1	XP_023025508.1
XP_967088.1	XP_023029961.1
XP_967089.1	XP_023015299.1
XP_967090.1	XP_023026221.1
XP_967093.1	XP_023012119.1
XP_967095.1	XP_023011491.1
XP_967096.2	XP_023029128.1
XP_967097.1	XP_023027530.1
XP_967102.4	XP_023026304.1
XP_967105.3	XP_023026583.1
XP_967107.1	XP_023027369.1
XP_967110.1	XP_023015334.1
XP_967114.2	XP_023011647.1
XP_967117.1	XP_023015147.1
XP_967118.1	XP_023030225.1
XP_967119.1	XP_023016316.1
XP_967120.2	XP_023024678.1
XP_967121.2	XP_023015827.1
XP_967123.1	XP_023020795.1
XP_967126.1	XP_023011677.1
XP_967128.1	XP_023027391.1
XP_967133.1	XP_023025487.1
XP_967136.1	XP_023019060.1
XP_967137.1	XP_023016954.1
XP_967139.2	XP_023021513.1
XP_967141.1	XP_023027216.1
XP_967142.1	XP_023026942.1
XP_967143.1	XP_023012668.1
XP_967147.1	XP_023027212.1
XP_967150.1	XP_023028053.1
XP_967153.3	XP_023023514.1
XP_967155.1	XP_023023400.1
XP_967156.1	XP_023023125.1
XP_967161.1	XP_023022608.1
XP_967163.1	XP_023030355.1
XP_967164.2	XP_023016228.1
XP_967166.2	XP_023025652.1
XP_967168.1	XP_023014125.1
XP_967172.1	XP_023023341.1
XP_967173.1	XP_023012349.1
XP_967176.1	XP_023012599.1
XP_967177.1	XP_023025510.1
XP_967180.2	XP_023025570.1
XP_967184.1	XP_023017910.1
XP_967186.1	XP_023023516.1
XP_967192.2	XP_023011487.1
XP_967193.1	XP_023029126.1
XP_967196.1	XP_023026933.1
XP_967197.1	XP_023015731.1
XP_967198.1	XP_023021105.1
XP_967199.1	XP_023017427.1
XP_967206.1	XP_023015336.1
XP_967209.1	XP_023023290.1
XP_967210.1	XP_023014311.1
XP_967213.1	XP_023030223.1
XP_967219.2	XP_023023849.1
XP_967221.1	XP_023014232.1
XP_967224.1	XP_023011829.1
XP_967226.1	XP_023022321.1
XP_967231.3	XP_023025179.1
XP_967232.2	XP_023018238.1
XP_967235.1	XP_023022802.1
XP_967236.1	XP_023012551.1
XP_967237.1	XP_023029615.1
XP_967238.1	XP_023026026.1
XP_967239.1	XP_023019594.1
XP_967241.1	XP_023023759.1
XP_967242.1	XP_023016612.1
XP_967247.2	XP_023023610.1
XP_967248.1	XP_023030358.1
XP_967250.1	XP_023025391.1
XP_967253.1	XP_023015289.1
XP_967254.1	XP_023014114.1
XP_967256.1	XP_023026572.1
XP_967258.1	XP_023012347.1
XP_967263.1	XP_023029939.1
XP_967266.2	XP_023017499.1
XP_967267.1	XP_023026756.1
XP_967271.1	XP_023028760.1
XP_967272.1	XP_023025535.1
XP_967273.3	XP_023023257.1
XP_967276.1	XP_023011488.1
XP_967283.1	XP_023013733.1
XP_967285.3	XP_023020041.1
XP_967287.2	XP_023024769.1
XP_967289.1	XP_023021292.1
XP_967291.1	XP_023025784.1
XP_967293.1	XP_023014310.1
XP_967294.1	XP_023027434.1
XP_967295.2	XP_023030294.1
XP_967297.1	XP_023030224.1
XP_967299.1	XP_023020801.1
XP_967303.1	XP_023024991.1
XP_967305.1	XP_023029067.1
XP_967306.3	XP_023021860.1
XP_967308.1	XP_023018943.1
XP_967309.1	XP_023017867.1
XP_967314.1	XP_023025317.1
XP_967315.1	XP_023022273.1
XP_967318.2	XP_023020316.1
XP_967321.2	XP_023019873.1
XP_967328.1	XP_023015243.1
XP_967329.1	XP_023027349.1
XP_967331.2	XP_023017568.1
XP_967337.1	XP_023012345.1
XP_967339.1	XP_023022421.1
XP_967340.1	XP_023016471.1
XP_967344.1	XP_023029936.1
XP_967345.1	XP_023012568.1
XP_967353.1	XP_023025534.1
XP_967356.1	XP_023011490.1
XP_967357.1	XP_023028719.1
XP_967359.1	XP_023014788.1
XP_967363.1	XP_023013756.1
XP_967365.1	XP_023019460.1
XP_967368.2	XP_023017643.1
XP_967369.1	XP_023025202.1
XP_967370.2	XP_023030193.1
XP_967372.1	XP_023016354.1
XP_967373.1	XP_023014313.1
XP_967374.1	XP_023017290.1
XP_967375.1	XP_023029420.1
XP_967379.1	XP_023020797.1
XP_967385.1	XP_023024335.1
XP_967388.1	XP_023022428.1
XP_967390.1	XP_023028259.1
XP_967392.1	XP_023024257.1
XP_967394.1	XP_023018293.1
XP_967396.1	XP_023023587.1
XP_967397.1	XP_023012552.1
XP_967400.1	XP_023015523.1
XP_967401.1	XP_023022668.1
XP_967403.1	XP_023030475.1
XP_967408.1	XP_023020364.1
XP_967409.1	XP_023023152.1
XP_967412.1	XP_023011505.1
XP_967413.1	XP_023015237.1
XP_967415.1	XP_023014032.1
XP_967416.1	XP_023011514.1
XP_967417.1	XP_023025450.1
XP_967418.1	XP_023030101.1
XP_967420.1	XP_023012061.1
XP_967422.1	XP_023027703.1
XP_967425.2	XP_023012143.1
XP_967427.2	XP_023021893.1
XP_967428.1	XP_023015340.1
XP_967431.2	XP_023013524.1
XP_967434.1	XP_023016136.1
XP_967435.1	XP_023019821.1
XP_967436.1	XP_023014077.1
XP_967438.2	XP_023027932.1
XP_967446.1	XP_023025973.1
XP_967447.2	XP_023022402.1
XP_967452.2	XP_023015732.1
XP_967458.1	XP_023014317.1
XP_967459.1	XP_023012498.1
XP_967462.1	XP_023016540.1
XP_967465.1	XP_023014312.1
XP_967467.2	XP_023024031.1
XP_967468.1	XP_023014452.1
XP_967471.1	XP_023016621.1
XP_967472.1	XP_023017794.1
XP_967475.1	XP_023025843.1
XP_967479.1	XP_023017316.1
XP_967482.1	XP_023015365.1
XP_967484.2	XP_023016676.1
XP_967487.1	XP_023030393.1
XP_967491.1	XP_023022377.1
XP_967492.1	XP_023020128.1
XP_967493.1	XP_023029997.1
XP_967495.1	XP_023023708.1
XP_967496.1	XP_023013492.1
XP_967498.2	XP_023024868.1
XP_967501.2	XP_023022611.1
XP_967502.1	XP_023011513.1
XP_967503.4	XP_023015240.1
XP_967504.2	XP_023028322.1
XP_967505.2	XP_023024820.1
XP_967510.2	XP_023025122.1
XP_967512.2	XP_023022382.1
XP_967513.1	XP_023018410.1
XP_967514.2	XP_023016897.1
XP_967515.1	XP_023015339.1
XP_967518.1	XP_023024117.1
XP_967519.1	XP_023028013.1
XP_967521.1	XP_023018619.1
XP_967524.1	XP_023024887.1
XP_967526.1	XP_023025579.1
XP_967531.2	XP_023011500.1
XP_967534.2	XP_023020575.1
XP_967536.1	XP_023023997.1
XP_967537.1	XP_023018166.1
XP_967539.1	XP_023013217.1
XP_967540.1	XP_023016292.1
XP_967543.1	XP_023026930.1
XP_967545.1	XP_023022401.1
XP_967549.1	XP_023019073.1
XP_967550.1	XP_023011542.1
XP_967558.1	XP_023012362.1
XP_967559.1	XP_023022876.1
XP_967560.1	XP_023011860.1
XP_967561.1	XP_023021328.1
XP_967562.2	XP_023016250.1
XP_967565.1	XP_023029611.1
XP_967567.1	XP_023028071.1
XP_967570.1	XP_023015144.1
XP_967571.1	XP_023029999.1
XP_967572.1	XP_023017763.1
XP_967576.1	XP_023018321.1
XP_967577.1	XP_023023782.1
XP_967583.3	XP_023024781.1
XP_967587.1	XP_023019880.1
XP_967594.1	XP_023018541.1
XP_967596.1	XP_023012477.1
XP_967597.1	XP_023025076.1
XP_967600.2	XP_023015576.1
XP_967603.1	XP_023015969.1
XP_967605.1	XP_023027700.1
XP_967613.2	XP_023017858.1
XP_967615.2	XP_023023087.1
XP_967617.1	XP_023022396.1
XP_967620.1	XP_023029863.1
XP_967622.1	XP_023018861.1
XP_967626.1	XP_023015157.1
XP_967628.1	XP_023021622.1
XP_967634.1	XP_023025757.1
XP_967635.1	XP_023021224.1
XP_967637.2	XP_023026883.1
XP_967640.1	XP_023016251.1
XP_967643.1	XP_023021721.1
XP_967645.1	XP_023012300.1
XP_967646.1	XP_023027605.1
XP_967648.1	XP_023015143.1
XP_967649.1	XP_023026546.1
XP_967650.1	XP_023014927.1
XP_967651.3	XP_023014882.1
XP_967654.1	XP_023018320.1
XP_967657.1	XP_023029374.1
XP_967658.2	XP_023028337.1
XP_967659.3	XP_023013568.1
XP_967661.1	XP_023030098.1
XP_967662.3	XP_023015648.1
XP_967663.2	XP_023014138.1
XP_967667.2	XP_023012138.1
XP_967668.2	XP_023014164.1
XP_967669.1	XP_023019638.1
XP_967672.1	XP_023018517.1
XP_967673.1	XP_023012308.1
XP_967674.1	XP_023014073.1
XP_967679.1	XP_023022814.1
XP_967681.1	XP_023014846.1
XP_967682.1	XP_023013674.1
XP_967687.1	XP_023029846.1
XP_967690.1	XP_023017164.1
XP_967694.1	XP_023023197.1
XP_967695.2	XP_023017850.1
XP_967697.1	XP_023021772.1
XP_967701.1	XP_023019231.1
XP_967704.1	XP_023021808.1
XP_967705.1	XP_023021798.1
XP_967706.1	XP_023015149.1
XP_967711.1	XP_023013014.1
XP_967712.2	XP_023021154.1
XP_967713.1	XP_023016631.1
XP_967714.1	XP_023012816.1
XP_967715.1	XP_023020409.1
XP_967719.1	XP_023024266.1
XP_967720.2	XP_023027263.1
XP_967725.2	XP_023026547.1
XP_967727.1	XP_023028690.1
XP_967729.2	XP_023016112.1
XP_967732.1	XP_023011509.1
XP_967733.1	XP_023028153.1
XP_967737.2	XP_023014038.1
XP_967739.2	XP_023028249.1
XP_967743.1	XP_023020525.1
XP_967746.1	XP_023016755.1
XP_967748.1	XP_023014580.1
XP_967749.1	XP_023027608.1
XP_967750.1	XP_023013521.1
XP_967755.1	XP_023017830.1
XP_967756.1	XP_023024753.1
XP_967757.1	XP_023019858.1
XP_967758.1	XP_023015575.1
XP_967760.1	XP_023023006.1
XP_967762.1	XP_023012471.1
XP_967765.1	XP_023025091.1
XP_967766.1	XP_023014583.1
XP_967769.1	XP_023014095.1
XP_967770.1	XP_023013227.1
XP_967771.1	XP_023024509.1
XP_967772.1	XP_023012458.1
XP_967775.1	XP_023014314.1
XP_967777.1	XP_023029604.1
XP_967779.1	XP_023013743.1
XP_967780.1	XP_023021797.1
XP_967781.1	XP_023028051.1
XP_967782.1	XP_023027440.1
XP_967783.1	XP_023015152.1
XP_967786.3	XP_023020518.1
XP_967788.1	XP_023022287.1
XP_967790.1	XP_023014405.1
XP_967792.1	XP_023013317.1
XP_967795.1	XP_023020428.1
XP_967796.2	XP_023015592.1
XP_967801.1	XP_023015813.1
XP_967802.1	XP_023026927.1
XP_967804.1	XP_023025005.1
XP_967808.1	XP_023016141.1
XP_967809.1	XP_023016114.1
XP_967810.1	XP_023014041.1
XP_967815.1	XP_023015546.1
XP_967817.2	XP_023014012.1
XP_967819.1	XP_023028937.1
XP_967820.1	XP_023026436.1
XP_967823.1	XP_023020523.1
XP_967824.1	XP_023026778.1
XP_967826.1	XP_023014578.1
XP_967827.1	XP_023027275.1
XP_967828.1	XP_023018425.1
XP_967831.2	XP_023029593.1
XP_967833.1	XP_023016363.1
XP_967836.1	XP_023017914.1
XP_967837.1	XP_023019439.1
XP_967839.1	XP_023012971.1
XP_967842.2	XP_023018531.1
XP_967843.1	XP_023019905.1
XP_967844.1	XP_023013464.1
XP_967850.1	XP_023014096.1
XP_967852.2	XP_023028080.1
XP_967859.1	XP_023023891.1
XP_967861.2	XP_023024693.1
XP_967866.1	XP_023021451.1
XP_967869.2	XP_023025023.1
XP_967870.1	XP_023017531.1
XP_967871.1	XP_023014253.1
XP_967872.2	XP_023029540.1
XP_967873.1	XP_023012248.1
